age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,Canada,>50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
57,Private,HS-grad,Separated,Sales,Unmarried,Female,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Unmarried,Female,United-States,<=50K
28,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
55,Private,Some-college,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
35,Self-emp-inc,Assoc-acdm,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
56,State-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,United-States,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Other-relative,Female,South,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,Trinadad&Tobago,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
28,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Own-child,Female,United-States,<=50K
28,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
60,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,United-States,>50K
37,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
31,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
47,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,Male,United-States,>50K
46,Private,HS-grad,Divorced,Sales,Other-relative,Female,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
53,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
35,Private,Assoc-acdm,Divorced,Other-service,Unmarried,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Male,Mexico,<=50K
51,Private,Bachelors,Separated,Prof-specialty,Not-in-family,Male,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,State-gov,Assoc-acdm,Separated,Other-service,Unmarried,Female,United-States,<=50K
31,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
29,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
38,Private,Some-college,Never-married,Adm-clerical,Other-relative,Male,India,<=50K
40,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
34,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
32,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,China,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,United-States,>50K
20,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
37,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Female,Puerto-Rico,<=50K
53,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
33,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,>50K
53,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Private,11th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
38,Local-gov,HS-grad,Never-married,Protective-serv,Unmarried,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
35,Private,HS-grad,Never-married,Craft-repair,Unmarried,Male,United-States,<=50K
71,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
29,Private,HS-grad,Separated,Craft-repair,Not-in-family,Male,United-States,<=50K
45,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
27,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
33,Private,12th,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Never-married,Sales,Unmarried,Female,United-States,<=50K
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
29,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
27,Private,11th,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
70,Private,Bachelors,Widowed,Sales,Not-in-family,Male,United-States,<=50K
33,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
34,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
20,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
24,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,Male,United-States,<=50K
27,Private,HS-grad,Separated,Other-service,Unmarried,Female,United-States,<=50K
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
43,Private,Bachelors,Divorced,Sales,Unmarried,Female,United-States,<=50K
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
30,Private,Bachelors,Never-married,Adm-clerical,Own-child,Male,United-States,>50K
57,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
39,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,Assoc-acdm,Never-married,Tech-support,Own-child,Male,United-States,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
41,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
27,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
65,Private,HS-grad,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
25,Local-gov,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
61,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,<=50K
45,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
47,Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
28,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
32,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
29,Private,Some-college,Separated,Adm-clerical,Not-in-family,Male,United-States,<=50K
39,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
53,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
41,State-gov,Prof-school,Widowed,Prof-specialty,Not-in-family,Female,United-States,>50K
20,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
47,Private,11th,Divorced,Craft-repair,Not-in-family,Female,United-States,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Male,Greece,<=50K
51,Self-emp-inc,HS-grad,Divorced,Protective-serv,Not-in-family,Male,United-States,<=50K
56,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
18,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
40,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
25,Private,HS-grad,Separated,Protective-serv,Own-child,Male,United-States,<=50K
22,Private,Assoc-acdm,Never-married,Other-service,Own-child,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Other-relative,Female,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
19,Private,11th,Never-married,Sales,Own-child,Male,United-States,<=50K
39,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
31,Private,Assoc-acdm,Divorced,Other-service,Unmarried,Female,United-States,<=50K
26,Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,Male,Guatemala,<=50K
24,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Female,United-States,<=50K
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
36,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Canada,>50K
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
33,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,Female,United-States,<=50K
20,Private,Some-college,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
53,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,Male,United-States,>50K
46,Private,5th-6th,Separated,Handlers-cleaners,Not-in-family,Male,Mexico,<=50K
41,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,Canada,>50K
44,Private,HS-grad,Divorced,Sales,Not-in-family,Female,United-States,<=50K
66,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,Female,United-States,>50K
72,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
41,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,Male,Dominican-Republic,<=50K
39,Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
59,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
29,Local-gov,Masters,Never-married,Prof-specialty,Own-child,Male,Taiwan,<=50K
42,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
41,Private,Some-college,Divorced,Sales,Unmarried,Male,United-States,<=50K
68,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Sales,Unmarried,Female,United-States,<=50K
51,Local-gov,Some-college,Divorced,Protective-serv,Unmarried,Female,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,Male,Dominican-Republic,<=50K
25,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,Cuba,<=50K
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
56,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
58,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
18,Private,12th,Never-married,Other-service,Own-child,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
44,Private,Bachelors,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,Masters,Never-married,Exec-managerial,Not-in-family,Male,United-States,>50K
65,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Other-relative,Female,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Sales,Wife,Female,United-States,>50K
25,Private,HS-grad,Divorced,Other-service,Not-in-family,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
41,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
44,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
50,Private,Masters,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
26,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
53,Private,11th,Divorced,Other-service,Unmarried,Female,United-States,<=50K
39,Private,9th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
31,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
62,Private,7th-8th,Divorced,Tech-support,Unmarried,Female,Columbia,<=50K
20,Private,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
40,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Female,United-States,>50K
33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
34,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
47,Private,HS-grad,Separated,Exec-managerial,Unmarried,Female,United-States,<=50K
59,Private,9th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
61,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
90,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
24,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
35,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
24,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
27,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
58,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
65,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
17,Private,10th,Never-married,Other-service,Own-child,Male,United-States,<=50K
28,Private,Some-college,Never-married,Tech-support,Own-child,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Female,United-States,>50K
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
71,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
43,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
29,Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
20,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,Male,United-States,<=50K
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,Germany,<=50K
41,Private,Some-college,Widowed,Other-service,Unmarried,Female,United-States,<=50K
30,Private,HS-grad,Separated,Transport-moving,Not-in-family,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Unmarried,Male,United-States,<=50K
42,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
24,Private,11th,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
28,Self-emp-not-inc,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Mexico,<=50K
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
62,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,Male,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Tech-support,Wife,Female,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
34,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
41,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
25,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
56,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
17,Private,11th,Never-married,Sales,Own-child,Female,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
42,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,India,>50K
38,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
50,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,Canada,<=50K
37,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
42,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
39,Private,HS-grad,Never-married,Sales,Not-in-family,Female,Poland,<=50K
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
27,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Sales,Unmarried,Female,United-States,<=50K
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Unmarried,Female,United-States,<=50K
60,Self-emp-inc,10th,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
40,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Female,Mexico,<=50K
34,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
37,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
55,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
49,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
24,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,Mexico,<=50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,Cuba,>50K
28,Private,Bachelors,Separated,Sales,Not-in-family,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
28,Local-gov,Some-college,Never-married,Protective-serv,Own-child,Male,United-States,<=50K
24,Private,Some-college,Never-married,Exec-managerial,Own-child,Male,United-States,<=50K
30,Private,11th,Never-married,Transport-moving,Unmarried,Male,United-States,<=50K
22,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Tech-support,Other-relative,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Unmarried,Male,Columbia,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
40,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,Philippines,<=50K
35,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Unmarried,Male,United-States,<=50K
55,Private,Some-college,Divorced,Machine-op-inspct,Own-child,Male,United-States,<=50K
47,Private,Masters,Separated,Tech-support,Not-in-family,Male,United-States,>50K
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
31,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
20,Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
50,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
18,Private,11th,Never-married,Sales,Own-child,Female,United-States,<=50K
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,>50K
27,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
17,Private,11th,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
59,Local-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
36,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
43,Federal-gov,Masters,Divorced,Protective-serv,Not-in-family,Male,United-States,>50K
55,Private,Some-college,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
62,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
